file_number,nesting_depth,num_ids,num_classes,num_important,duplicate_selectors,total_rules,deep_nesting,long_selectors,overqualified_selectors,browser_specific_properties,total_properties,avg_properties_per_rule,inline_styles,unused_selectors,universal_selectors,excessive_specificity,vendor_prefixes,animation_usage,excessive_zindex,unused_media_queries,color_hex_usage,excessive_font_sizes
521,0,548,8001,83,231,2313,1,958,59,396,4109,1.7757130509939498,0,366,26,426,396,64,19,0,548,4
522,0,77,777,7,76,628,1,287,0,36,1081,1.7186009538950715,0,226,29,530,36,8,2,0,77,2
523,0,1157,9891,239,279,4079,1,928,105,429,4059,0.9948529411764706,0,437,110,848,429,4,20,0,1157,27
524,0,321,2316,331,157,1256,1,136,21,59,2093,1.6650755767700876,0,123,1,235,59,3,13,0,321,1
525,0,361,1136,47,25,840,1,116,6,34,2129,2.5315101070154578,0,58,0,78,34,2,26,0,361,1
526,0,120,1920,5,23,1305,1,220,11,60,812,0.6217457886676876,0,144,150,359,60,6,4,0,120,3
527,0,211,1998,4,193,764,1,394,0,80,1406,1.837908496732026,0,8,6,236,80,1,6,0,211,0
528,0,196,3642,51,463,1459,1,173,0,968,1944,1.3315068493150686,0,162,15,595,968,82,9,0,196,0
529,0,113,2132,410,57,1534,1,102,3,79,611,0.3980456026058632,0,12,14,366,79,10,7,0,113,3
530,0,352,1692,31,106,627,1,110,15,100,1059,1.6863057324840764,0,55,54,127,100,6,3,0,352,4
531,0,37,1079,0,196,364,1,137,3,246,612,1.6767123287671233,31,113,0,190,246,0,0,0,37,0
532,0,76,883,3,216,827,1,251,9,50,1019,1.2306763285024154,0,15,1,187,50,3,5,0,76,15
533,0,71,2144,78,23,1294,1,123,4,64,647,0.4996138996138996,0,19,56,86,64,9,6,0,71,3
534,0,173,1229,1,45,340,1,251,12,16,818,2.398826979472141,0,124,1,129,16,0,0,0,173,3
535,0,36,407,0,20,188,1,95,32,95,415,2.195767195767196,0,18,0,49,95,0,1,0,36,0
536,0,756,2996,10,40,1003,1,422,45,66,2659,2.648406374501992,0,104,18,70,66,1,1,0,756,1
537,0,159,2177,21,43,1454,1,19,10,38,563,0.38694158075601376,0,25,22,326,38,2,1,0,159,3
538,0,131,2760,60,290,1712,1,132,10,113,1296,0.7565674255691769,0,79,10,614,113,4,5,0,131,3
539,0,220,4181,0,834,1281,72,327,10,0,314,0.24492979719188768,150,269,4,389,0,0,0,0,220,0
540,0,173,1592,48,173,1123,1,214,14,28,1581,1.4065836298932384,0,35,9,388,28,12,12,0,173,6
541,0,69,5275,10,357,2232,1,559,41,16,3297,1.4764890282131662,0,57,70,684,16,8,0,0,69,1
542,0,318,4468,447,264,2287,1,228,7,190,2337,1.021416083916084,0,339,6,1010,190,3,16,0,318,3
543,0,213,9137,0,7,39,39,27,2,0,819,20.475,133,18,2,18,0,0,0,0,213,0
544,0,30,3629,0,7,48,18,24,2,0,564,11.510204081632653,98,17,0,26,0,0,1,0,30,0
545,0,279,2596,120,127,2007,1,109,1258,158,1714,0.853585657370518,0,100,5,913,158,0,2,0,279,10
546,0,261,1435,37,210,673,1,216,10,91,1237,1.8353115727002967,0,113,0,259,91,4,10,0,261,0
547,0,153,2308,33,21,1790,1,26,2,69,592,0.3305415968732552,0,25,15,556,69,0,17,0,153,7
548,0,101,4600,163,416,3205,1,253,29,228,8565,2.671553337492202,0,446,118,1068,228,32,19,0,101,14
549,0,361,1694,106,12,1307,1,78,24,33,548,0.41896024464831805,0,29,102,145,33,3,14,0,361,3
550,0,513,7625,141,590,3328,1,1379,64,127,4423,1.328627215379994,0,708,7,1309,127,31,24,0,513,3
551,0,279,3784,146,15,2681,1,103,4,100,1115,0.41573452647278153,0,27,53,324,100,4,18,0,279,4
552,0,776,9102,1212,171,3235,1,657,113,1702,4339,1.3408529048207665,0,385,45,1373,1702,7,17,0,776,16
553,0,398,6977,49,204,2805,1,390,28,60,1337,0.4764789736279401,4,413,6,1541,60,4,9,0,398,3
554,1,561,4162,220,36,1671,1,526,19,122,1614,0.965311004784689,0,261,22,370,122,2,15,0,561,6
555,0,1240,6948,195,355,3571,1,749,194,307,6877,1.9252519596864501,0,419,2,894,307,10,27,0,1240,11
556,0,4,1135,0,798,1062,1,308,1,0,635,0.5973659454374413,54,162,1,806,0,0,0,0,4,0
557,0,1241,17183,270,671,4195,3519,1140,118,2442,7701,1.8353193517635844,0,1136,35,873,2442,94,50,0,1241,14
558,0,65,1682,20,39,1162,1,94,14,18,628,0.5399828030954428,0,94,107,367,18,1,4,0,65,11
559,0,142,1585,9,103,634,1,107,63,15,818,1.2881889763779528,0,151,2,250,15,2,6,0,142,2
560,0,95,3938,1,23,3363,1,47,5,119,720,0.2140309155766944,0,11,9,1894,119,0,11,0,95,30
561,0,58,2044,0,167,1217,1,128,20,37,1806,1.4827586206896552,1,134,46,477,37,4,7,0,58,2
562,0,2,2701,0,41,2004,1,296,1,109,220,0.10972568578553615,0,25,1,49,109,7,0,0,2,0
563,0,416,4410,15,119,2779,1,428,9,76,1812,0.6517985611510791,1,34,879,2701,76,11,4,0,416,13
564,0,416,4410,15,119,2779,1,428,9,76,1812,0.6517985611510791,1,34,879,2701,76,11,4,0,416,13
565,0,183,2423,1,34,1651,1,198,12,97,1282,0.7760290556900726,0,50,132,210,97,8,3,0,183,3
566,0,236,3426,26,31,893,1,519,21,21,823,0.9205816554809844,0,159,120,186,21,6,8,0,236,1
567,0,144,5562,6,606,3150,1,300,2,5,359,0.11393208505236432,0,101,3,878,5,28,0,0,144,2
568,0,2,6294,0,15,5551,1,27,2,34,455,0.08195244956772334,0,4,1,25,34,7,0,0,2,0
569,0,372,11931,25,95,4118,1,417,14,38,2528,0.6137411993202233,0,333,32,2379,38,7,1,0,372,4
570,0,279,1820,26,28,723,1,197,15,99,928,1.281767955801105,0,95,0,79,99,0,7,0,279,4
571,0,304,4673,224,127,2072,1,289,3,112,2501,1.2064640617462614,0,232,189,900,112,2,5,0,304,9
572,0,726,4929,59,39,1387,1,377,9,155,2291,1.6505763688760806,0,406,2,347,155,0,14,0,726,6
573,0,46,1040,8,14,666,1,97,104,79,503,0.7541229385307346,0,26,2,107,79,2,3,0,46,3
574,0,102,2877,253,64,1628,1,48,7,11,453,0.27808471454880296,0,41,32,892,11,0,0,0,102,2
575,0,199,1092,16,37,512,1,60,24,211,1557,3.0350877192982457,0,56,2,72,211,0,3,0,199,8
576,0,609,1260,0,87,916,1,375,3,4,877,0.9563794983642312,0,34,0,219,4,0,1,0,609,0
577,0,843,2164,20,79,1311,1,241,27,80,3015,2.2980182926829267,0,71,107,1310,80,7,5,0,843,0
578,0,843,2164,20,79,1311,1,241,27,80,3015,2.2980182926829267,0,71,107,1310,80,7,5,0,843,0
579,0,310,3305,69,217,1272,1,134,39,165,1569,1.232521602513747,0,171,11,473,165,2,10,0,310,51
580,0,196,5815,45,106,2465,1,266,2,70,1421,0.5762368207623683,0,174,37,940,70,13,17,0,196,18
581,0,287,2986,18,39,1863,1,338,8,108,1210,0.6491416309012875,0,139,167,421,108,7,10,0,287,3
582,0,752,6238,100,126,2451,1,744,35,119,2439,0.9946982055464927,0,337,126,375,119,10,23,0,752,2
583,0,231,3447,106,125,2576,1,333,37,129,1462,0.56732634846721,0,51,217,509,129,17,5,0,231,23
584,0,171,1184,63,94,710,1,172,4,33,1388,1.9521800281293953,0,125,1,216,33,4,12,0,171,2
585,0,166,1480,11,208,905,1,208,9,23,784,0.8653421633554084,0,62,115,237,23,3,2,0,166,0
586,0,259,3275,22,73,2190,1,195,4,34,1139,0.5198539479689639,0,53,21,496,34,4,7,0,259,3
587,0,161,4286,1101,195,2273,1,647,0,33,2105,0.9256816182937555,0,452,70,1533,33,1,5,0,161,0
588,0,101,1664,48,76,1471,1,53,32,276,850,0.5774456521739131,0,16,16,614,276,2,3,0,101,3
589,0,1137,5851,24,261,2467,1,447,139,32,2700,1.0940032414910859,0,614,62,1492,32,3,5,0,1137,8
590,0,226,2422,0,75,324,322,125,9,30,1635,5.030769230769231,99,63,2,49,30,0,0,0,226,0
591,0,460,5770,2295,119,3185,1,178,39,126,2753,0.8640929064657878,0,63,122,1827,126,2,8,0,460,0
592,0,83,2482,28,94,1799,1,175,5,94,770,0.42777777777777776,0,23,67,579,94,13,11,0,83,3
593,0,193,2173,7,15,980,1,212,8,30,784,0.799184505606524,0,90,472,925,30,4,2,0,193,2
594,0,541,3937,50,1003,1837,1,383,53,4,3152,1.7149075081610445,0,285,12,504,4,1,0,0,541,51
595,0,132,925,0,41,481,1,356,0,8,657,1.3630705394190872,0,12,3,120,8,5,1,0,132,0
596,0,75,1727,6,89,946,1,95,16,516,1177,1.2428722280887012,0,25,66,471,516,6,5,0,75,1
597,0,61,2411,517,59,949,1,367,3,130,528,0.5557894736842105,0,316,41,685,130,12,1,0,61,0
598,0,588,7307,48,196,2565,1,950,34,1071,3050,1.1886204208885425,0,405,30,997,1071,1,20,0,588,2
599,0,55,32276,0,286,600,484,285,24,0,362,0.6023294509151415,18,169,0,106,0,0,0,0,55,0
600,0,27,5912,23,31,3695,1,24,5,43,977,0.2643398268398268,0,11,61,2455,43,2,5,0,27,3
601,0,62,3009,12,44,1949,2,114,4,66,622,0.318974358974359,0,40,75,404,66,5,15,0,62,13
602,0,120,1790,13,54,1373,1,37,5,54,684,0.4978165938864629,0,38,31,294,54,5,11,0,120,5
603,0,127,1590,11,263,1063,1,290,0,35,1408,1.3233082706766917,0,24,30,319,35,1,0,0,127,0
604,0,652,5288,25,222,2013,14,432,18,642,2871,1.4255213505461768,0,310,21,604,642,8,12,0,652,10
605,0,1260,5247,41,375,3399,1,723,46,49,6132,1.8035294117647058,0,79,7,1155,49,1,21,0,1260,14
606,0,508,5683,237,214,1627,1,386,15,195,2468,1.515970515970516,0,413,230,825,195,1,52,0,508,5
607,0,66,3458,20,369,1093,1,158,35,584,2889,2.640767824497258,0,75,2,444,584,52,3,0,66,1
608,0,707,8131,93,657,3428,4,483,117,862,3077,0.8973461650627005,0,380,11,1025,862,77,17,0,707,21
609,0,514,5031,70,81,2019,1,316,22,195,2116,1.0475247524752476,0,231,14,397,195,1,18,0,514,8
610,0,268,5272,317,81,2077,1,429,33,84,2081,1.0014436958614052,0,322,55,538,84,5,30,0,268,5
611,0,169,2120,114,81,631,1,264,13,13,799,1.264240506329114,0,229,0,347,13,0,5,0,169,0
612,0,489,4381,39,286,2676,1,223,21,44,5055,1.8883078072469182,0,56,7,891,44,1,11,0,489,3
613,0,104,457,0,0,4,1,2,2,0,35,7.0,1,2,0,4,0,0,0,0,104,0
614,0,0,2040,0,518,520,1,0,0,0,2600,4.990403071017274,0,0,0,0,0,0,0,0,0,0
615,0,8,1416,0,2,1309,1,5,1,8,54,0.04122137404580153,0,4,0,3,8,1,0,0,8,0
616,0,2,2079,0,5,2038,1,7,0,2,102,0.05002452182442374,0,3,1,25,2,7,0,0,2,0
617,0,8,2748,0,2,1880,1,37,2,36,243,0.1291866028708134,0,24,0,3,36,1,0,0,8,0
618,0,13,6236,0,6,4225,1,9,1,25,96,0.022716516800757217,0,4,0,5,25,1,0,0,13,0
619,0,2,859,0,2,717,1,41,1,39,62,0.08635097493036212,0,3,0,5,39,1,0,0,2,0
620,0,2,2117,0,29,1504,1,273,0,109,187,0.12425249169435217,0,25,1,49,109,7,0,0,2,0
621,0,2,1559,0,2,1505,1,6,1,21,54,0.035856573705179286,0,4,0,5,21,1,0,0,2,0
622,0,12,388,0,0,3,1,2,2,4,22,5.5,7,2,0,3,4,0,0,0,12,0
623,0,2,2128,0,25,1504,1,324,0,99,178,0.11827242524916944,0,25,1,45,99,7,0,0,2,0
624,0,2,2701,0,41,2004,1,296,1,109,220,0.10972568578553615,0,25,1,49,109,7,0,0,2,0
625,0,79,246,0,0,4,4,4,2,16,105,21.0,21,4,0,4,16,0,0,0,79,0
626,0,8,1141,0,4,1040,1,4,1,22,70,0.06724303554274735,0,4,0,5,22,1,0,0,8,0
627,0,420,4799,39,60,1448,1,558,52,90,1333,0.9199447895100069,0,261,54,443,90,0,9,0,420,11
628,0,8,1544,0,2,1434,1,6,1,7,56,0.03902439024390244,0,4,0,3,7,1,0,0,8,0
629,0,2,859,0,2,717,1,41,1,39,61,0.08495821727019498,0,3,0,5,39,1,0,0,2,0
630,0,8,1631,0,4,1454,1,5,1,22,73,0.05017182130584193,0,4,0,5,22,1,0,0,8,0
631,0,52,384,0,10,28,28,7,1,0,62,2.1379310344827585,0,13,4,11,0,0,0,0,52,0
632,0,0,0,0,6,8,1,0,0,0,40,4.444444444444445,0,0,0,0,0,0,0,0,0,0
633,0,0,0,0,2,4,1,0,0,0,24,4.8,0,0,0,0,0,0,0,0,0,0
634,0,372,1671,10,76,890,1,63,5,58,1189,1.3344556677890012,0,133,2,398,58,6,5,0,372,1
635,0,309,4797,165,120,1189,1,513,7,34,1882,1.5815126050420167,0,351,23,303,34,14,7,0,309,3
636,0,47,1279,4,71,527,1,89,0,23,560,1.0606060606060606,0,41,1,110,23,27,1,0,47,0
637,0,352,3884,63,105,1476,1,198,14,322,1670,1.1306702775897088,1,168,5,597,322,4,18,0,352,7
638,0,357,4600,88,193,1634,1,211,14,1203,2528,1.546177370030581,1,203,6,736,1203,4,18,0,357,7
639,0,1062,7269,155,643,2637,1,496,29,269,2724,1.0326004548900682,1,698,6,1375,269,9,25,0,1062,25
640,0,286,2577,61,66,1105,1,256,14,65,1267,1.1455696202531647,1,117,3,354,65,3,3,0,286,7
641,0,377,6783,100,306,2569,1,474,216,1796,3354,1.305058365758755,1,288,3,1385,1796,4,27,0,377,7
642,0,322,3661,235,111,1150,1,228,16,69,1407,1.2224152910512598,0,243,28,750,69,0,8,0,322,5
643,0,312,2872,232,60,1106,1,258,27,195,1201,1.084914182475158,1,106,5,331,195,4,17,0,312,6
644,-1,411,2734,91,434,1519,1,167,40,273,1678,1.1039473684210526,0,229,59,713,273,20,13,0,411,21
645,0,389,1225,133,42,384,1,206,3,10,685,1.7792207792207793,0,152,20,171,10,0,1,0,389,1
646,0,157,938,1,112,445,1,276,2,3,894,2.004484304932735,0,160,3,261,3,0,5,0,157,0
647,0,431,5532,49,123,1487,1,842,63,527,2288,1.5376344086021505,0,349,120,449,527,7,12,0,431,1
648,0,315,2563,3,70,759,1,401,10,14,1950,2.5657894736842106,0,323,10,369,14,15,7,0,315,0
649,0,315,2563,3,70,759,1,401,10,14,1950,2.5657894736842106,0,323,10,369,14,15,7,0,315,0
650,0,1328,6728,116,189,2385,1,986,34,54,1963,0.8227158424140821,0,431,7,676,54,1,5,0,1328,4
651,0,1366,8570,526,965,4157,1,1115,141,284,4972,1.1957671957671958,0,552,37,1471,284,16,35,0,1366,12
652,0,122,435,0,21,318,1,61,3,139,1243,3.896551724137931,0,2,3,14,139,6,0,0,122,0
653,0,128,10030,3572,4,3703,1,2684,6,38,164,0.04427645788336933,0,449,5023,2660,38,0,0,0,128,80
654,0,869,5687,105,447,2467,1,376,81,368,3160,1.280388978930308,0,265,25,775,368,1,43,0,869,10
655,0,1374,12689,1478,420,4677,1,1163,311,228,5430,1.1607524583155195,0,847,150,2388,228,19,30,0,1374,3
656,0,275,6527,364,491,2683,1,896,54,139,3673,1.3684798807749627,0,604,50,2682,139,11,2,0,275,1
657,0,996,6826,7,1262,3865,1,1119,20,93,3759,0.9723228142783239,0,217,67,1263,93,12,9,0,996,4
658,0,1345,12352,1134,507,4412,1,999,75,950,4306,0.9757534556990709,0,661,14,1702,950,8,25,0,1345,20
659,0,488,10701,595,911,4160,1,1355,47,726,4350,1.0454217736121125,7,510,258,1647,726,217,34,0,488,9
660,0,813,11611,96,758,3625,1,1284,48,425,5075,1.3996138996138996,0,913,6,1458,425,5,18,0,813,4
661,0,4989,15519,52,368,3351,1,2314,57,248,7184,2.143198090692124,0,2011,12,2262,248,6,9,0,4989,18
662,0,849,6320,39,730,3820,1,327,46,38,7344,1.9220099450405652,0,58,7,1808,38,1,36,0,849,27
663,0,571,3329,175,259,1204,1,404,29,109,1266,1.0506224066390042,0,253,63,471,109,27,9,0,571,4
664,0,4,2504,463,0,473,1,450,1,25,103,0.21729957805907174,0,7,0,4,25,0,2,0,4,0
665,0,283,2155,14,92,1076,1,133,35,36,1380,1.2813370473537604,0,82,1,217,36,6,11,0,283,12
666,0,962,9911,1050,257,3413,1,808,69,71,3444,1.0087873462214412,0,491,13,1544,71,3,15,0,962,51
667,0,741,12293,302,768,4001,1,632,218,264,2966,0.7411294352823589,0,343,1014,1228,264,23,28,0,741,2
668,0,1107,9838,1309,397,3723,1,836,38,901,4169,1.1194951664876478,0,309,88,1429,901,10,14,0,1107,26
669,0,694,4108,210,177,1476,1,437,81,45,2502,1.6939742721733244,0,349,3,610,45,0,6,0,694,44
670,0,23,2507,20,13,325,1,242,0,245,659,2.021472392638037,0,161,0,181,245,0,6,0,23,0
671,0,23,2507,20,13,325,1,242,0,245,659,2.021472392638037,0,161,0,181,245,0,6,0,23,0
672,0,33,1378,0,52,563,1,272,2,4,365,0.6471631205673759,0,59,13,339,4,1,0,0,33,2
673,0,33,1378,0,52,563,1,272,2,4,365,0.6471631205673759,0,59,13,339,4,1,0,0,33,2
674,0,33,1378,0,52,563,1,272,2,4,365,0.6471631205673759,0,59,13,339,4,1,0,0,33,2
675,0,623,5091,1031,84,2076,1,305,25,571,2013,0.9691863264323544,0,107,10,900,571,3,9,0,623,13
676,0,222,1482,99,47,768,1,54,21,220,1228,1.5968790637191157,0,57,4,265,220,2,13,0,222,2
677,0,66,2218,0,73,778,1,414,1,16,615,0.7894736842105263,0,125,29,422,16,1,1,0,66,2
678,0,860,9589,178,424,3478,1,1261,65,334,3966,1.1399827536648461,0,578,266,998,334,11,22,0,860,23
679,0,419,3057,54,53,2120,1,217,12,72,3021,1.4243281471004243,0,70,3,284,72,1,7,0,419,15
680,0,227,3244,40,90,2001,1,356,23,40,4439,2.217282717282717,0,68,18,553,40,1,11,0,227,4
681,0,871,3110,111,203,1367,1,182,13,125,2880,2.1052631578947367,0,352,14,603,125,4,5,0,871,5
682,0,1939,9414,252,39,5271,1,830,41,113,4267,0.8093702579666161,0,427,15,426,113,1,54,0,1939,5
683,0,486,3566,125,497,2489,1,196,23,123,2371,0.9522088353413655,0,463,7,1172,123,2,18,0,486,4
684,0,354,1490,2,44,653,1,85,7,268,1112,1.7003058103975535,0,83,63,72,268,4,9,0,354,5
685,0,728,5122,39,222,2706,1,378,21,32,3604,1.3313631326191355,0,67,7,943,32,1,12,0,728,26
686,0,187,1652,39,132,1083,1,70,9,32,1787,1.6485239852398523,0,48,7,346,32,1,4,0,187,2
687,-1,238,5232,64,312,1489,448,336,22,55,1762,1.1825503355704698,33,458,37,818,55,11,10,0,238,8
688,0,383,1990,0,32,608,1,180,58,173,924,1.5172413793103448,0,98,4,58,173,0,7,0,383,7
689,0,915,4192,70,332,1834,1,232,41,205,2828,1.5411444141689374,0,560,5,633,205,3,13,0,915,3
690,0,349,367,351,30,513,1,65,24,91,954,1.8560311284046693,0,36,23,68,91,1,15,0,349,163
691,0,179,8139,25,150,2861,1,229,2,210,1654,0.5779175401816912,0,253,38,2047,210,1,9,0,179,4
692,0,726,6018,0,455,5797,1,126,0,23,1102,0.1900655398413246,0,174,39,1587,23,10,7,0,726,0
693,0,724,6050,0,463,5842,1,131,0,23,1102,0.18860174567858976,0,181,39,1606,23,10,8,0,724,0
694,0,803,5215,0,334,5091,1,164,0,41,1109,0.21779261586802828,0,98,41,1159,41,26,5,0,803,0
695,0,628,4209,0,270,3984,1,86,0,23,1046,0.26248431618569634,0,87,31,1015,23,10,4,0,628,0
696,0,875,5748,0,396,5337,1,124,0,24,1772,0.3319595354065193,0,138,37,1346,24,10,5,0,875,0
697,0,875,5748,0,396,5337,1,124,0,24,1772,0.3319595354065193,0,138,37,1346,24,10,5,0,875,0
698,0,296,2005,63,181,1141,1,208,34,68,1710,1.4973730297723293,0,130,3,516,68,1,15,0,296,15
699,0,735,5534,1060,83,2259,1,321,26,630,2373,1.05,0,124,43,958,630,3,10,0,735,14
700,0,731,5039,97,132,2002,1,334,62,215,2185,1.090863704443335,0,282,24,514,215,1,11,0,731,12
701,0,405,1743,262,25,756,1,405,11,70,1521,2.0092470277410834,0,122,36,117,70,8,14,0,405,0
702,0,1115,2952,7,14,672,1,141,14,423,1211,1.799405646359584,0,146,0,147,423,0,5,0,1115,1
703,0,999,7367,222,385,3672,1,630,44,150,5065,1.3789817587802886,0,454,27,1294,150,7,46,0,999,12
704,0,1607,3167,39,152,2444,1,820,14,39,3504,1.4331288343558282,0,77,7,709,39,1,18,0,1607,2
705,0,585,4237,59,99,1696,1,326,68,38,1427,0.8408956982911019,0,262,6,485,38,1,14,0,585,13
706,0,0,757,0,0,382,1,138,14,0,604,1.577023498694517,0,63,0,225,0,0,0,0,0,0
707,0,73,989,0,151,615,1,3,5,0,1598,2.594155844155844,0,4,0,348,0,0,7,0,73,7
708,0,277,2139,190,68,624,1,119,13,39,1058,1.6928,0,106,0,246,39,0,5,0,277,7
709,0,667,6064,825,297,2270,1,272,14,871,2929,1.289740202553941,0,440,5,1024,871,2,8,0,667,0
710,0,891,8100,152,724,3326,1,749,12,295,5265,1.5825067628494138,0,864,13,1443,295,2,9,0,891,27
711,0,6,1368,0,4,20,8,10,5,0,62,2.9523809523809526,32,11,8,11,0,0,0,0,6,0
712,0,484,1896,39,121,1400,1,72,9,33,2718,1.9400428265524625,0,47,7,397,33,1,24,0,484,30
713,0,373,1164,39,67,927,1,130,12,32,1698,1.8297413793103448,0,52,7,244,32,1,7,0,373,3
714,0,130,2004,2,65,523,1,221,15,130,910,1.7366412213740459,0,279,39,336,130,1,5,0,130,9
715,0,1706,12060,116,498,5101,1,1214,329,262,6443,1.2628381027048217,0,866,61,1185,262,11,91,0,1706,10
716,0,436,2715,39,100,1609,1,105,15,48,3574,2.2198757763975157,0,48,7,481,48,1,8,0,436,3
717,0,289,7626,23,156,3315,1,1121,26,119,2095,0.6317852834740652,0,381,62,761,119,24,10,0,289,11
718,0,1563,8411,66,817,4681,1,864,123,2077,7686,1.6416061512174285,0,267,52,1150,2077,20,63,0,1563,26
719,0,494,5275,7,32,1672,1,9,90,441,4070,2.432755528989839,0,417,6,436,441,6,1,0,494,7
720,0,211,876,9,55,530,1,47,5,328,1013,1.9077212806026365,0,49,4,77,328,8,3,0,211,1
721,0,0,2008,17,69,939,1,280,2,14,1256,1.3361702127659574,0,46,29,269,14,25,8,0,0,0
722,0,902,2835,52,76,1260,1,351,8,53,1867,1.4805709754163363,0,235,16,269,53,7,21,0,902,3
723,0,266,6525,0,102,795,8,212,12,0,865,1.0866834170854272,7,329,5,664,0,0,0,0,266,0
724,0,169,1806,335,44,1125,1,251,277,317,1559,1.3845470692717585,0,53,24,498,317,1,0,0,169,38
725,0,708,2732,2,164,1092,1,38,15,251,4207,3.84903934126258,0,25,42,178,251,27,3,0,708,3
726,0,208,1691,6,32,915,1,143,4,21,1465,1.5993449781659388,0,42,50,18,21,4,8,0,208,5
727,0,145,2497,48,171,1132,1,169,25,297,1473,1.3000882612533098,0,128,3,287,297,1,27,0,145,3
728,0,1546,10423,80,159,3256,1,684,153,325,2556,0.7847712618974516,0,563,12,726,325,2,11,0,1546,23
729,0,278,5438,19,260,2761,1,298,30,731,1695,0.6136857349746561,0,118,71,1410,731,4,2,0,278,3
730,0,106,1297,14,8,950,1,115,4,45,499,0.5247108307045215,0,13,88,59,45,6,5,0,106,3
731,0,36,477,0,2,37,25,11,6,2,41,1.0789473684210527,14,21,0,22,2,0,0,0,36,3
732,0,2557,9158,6,45,1836,1,1656,2,53,1727,0.9401197604790419,0,1657,28,1725,53,3,12,0,2557,0
733,0,605,8362,291,374,2808,1,1241,77,139,3003,1.069063723745105,0,463,190,690,139,9,22,0,605,7
734,0,11,10845,0,248,500,11,159,3,1,58,0.1157684630738523,6,135,0,263,1,0,0,0,11,0
735,0,0,33824,0,0,235,1,144,0,0,470,1.9915254237288136,0,136,0,0,0,0,0,0,0,0
736,0,59,4248,21,178,1718,1,494,55,49,1948,1.133216986620128,0,118,568,114,49,2,3,0,59,10
737,0,185,3036,11,90,767,1,432,40,206,1160,1.5104166666666667,0,334,153,452,206,1,14,0,185,1
738,0,287,5307,1,254,1390,1,999,0,78,2094,1.505391804457225,0,314,6,323,78,26,0,0,287,0
739,0,287,5307,1,254,1390,1,999,0,78,2094,1.505391804457225,0,314,6,323,78,26,0,0,287,0
740,0,341,2046,23,143,888,1,115,10,267,1690,1.9010123734533184,1,153,27,443,267,5,4,0,341,33
741,0,2458,4426,39,411,3515,1,737,31,50,6129,1.743174061433447,0,178,7,1177,50,1,10,0,2458,47
742,0,427,4187,144,175,1960,1,484,54,132,1638,0.8352881183069862,0,379,42,562,132,1,23,0,427,32
743,0,861,5505,0,372,2480,1,397,26,53,1603,0.6461104393389763,0,188,34,1188,53,4,12,0,861,12
744,0,250,4789,29,47,1325,1,921,26,18,903,0.6809954751131222,0,190,119,417,18,6,8,0,250,1
745,0,830,6118,237,140,3050,1,453,47,104,2980,0.9767289413307112,0,145,13,381,104,10,22,0,830,13
746,0,47,8669,22,6,331,1,263,5,43,1598,4.813253012048193,0,186,1652,173,43,0,0,0,47,0
747,0,448,3037,39,142,1703,1,204,9,40,2878,1.6889671361502347,0,56,7,502,40,1,5,0,448,2
748,0,636,2976,64,186,1251,1,303,55,374,1985,1.5854632587859425,0,309,52,457,374,10,13,0,636,0
749,0,555,7814,51,33,1224,1,511,14,311,1411,1.1518367346938776,0,488,17,185,311,0,13,0,555,11
750,0,555,7812,51,33,1224,1,511,14,311,1410,1.1510204081632653,0,488,17,184,311,0,13,0,555,11
751,0,781,8516,143,147,2424,1,1032,83,300,3403,1.403298969072165,0,550,156,642,300,10,26,0,781,10
752,0,837,8020,462,359,4479,1,177,28,276,2927,0.6533482142857143,0,220,3,637,276,6,93,0,837,5
753,0,734,7809,462,359,4370,1,177,28,276,2927,0.6696408144589339,0,122,3,637,276,6,93,0,734,5
754,0,262,2046,39,198,1230,1,85,12,33,2220,1.8034118602761982,0,40,11,503,33,1,8,0,262,2
755,0,795,5181,39,892,4092,1,272,20,39,8390,2.0498411922795015,0,68,7,1952,39,1,6,0,795,90
756,0,393,4030,245,89,1520,1,283,27,118,1390,0.9138724523339908,0,207,8,446,118,0,12,0,393,8
757,0,306,2414,9,8,669,1,208,54,123,1697,2.532835820895522,0,252,15,258,123,2,23,0,306,0
758,0,8,66,0,0,50,1,0,0,0,74,1.4509803921568627,0,1,0,29,0,2,0,0,8,0
759,0,1457,9188,282,609,4533,1,528,72,964,3933,0.8674459638288488,0,490,12,1186,964,89,18,0,1457,16
760,0,1481,19363,102,436,3431,1,1207,384,42,7080,2.062937062937063,14,548,25,1739,42,3,27,0,1481,8
761,0,218,1871,14,168,725,1,340,20,199,1219,1.6790633608815426,0,112,1,491,199,0,1,0,218,5
762,0,472,11042,226,198,1249,1,814,2,132,2004,1.6032,0,679,2,851,132,0,8,0,472,8
763,0,199,3947,1747,982,2062,1,45,2,747,1308,0.63402811439651,0,47,67,1520,747,0,0,0,199,0
764,0,199,3947,1747,982,2062,1,45,2,747,1308,0.63402811439651,0,47,67,1520,747,0,0,0,199,0
765,0,251,1191,23,100,653,1,195,10,51,1087,1.662079510703364,0,193,8,303,51,1,6,0,251,15
766,0,398,2937,68,58,1664,1,224,34,150,1537,0.9231231231231232,0,213,42,414,150,0,12,0,398,13
767,0,863,3920,39,199,2316,1,223,10,34,4434,1.9136814846784636,0,58,7,710,34,1,5,0,863,3
768,0,1842,6168,11,206,1408,1,756,124,99,3507,2.488999290276792,0,534,95,693,99,0,2,0,1842,0
769,0,197,3004,18,21,740,1,447,20,15,663,0.8947368421052632,0,140,95,151,15,1,2,0,197,1
