file_number,nesting_depth,num_ids,num_classes,num_important,duplicate_selectors,total_rules,deep_nesting,long_selectors,overqualified_selectors,browser_specific_properties,total_properties,avg_properties_per_rule,inline_styles,unused_selectors,universal_selectors,excessive_specificity,vendor_prefixes,animation_usage,excessive_zindex,unused_media_queries,color_hex_usage,excessive_font_sizes
394,0,4,11,0,0,5,1,0,0,0,34,5.666666666666667,0,0,0,0,0,0,0,0,4,3
395,0,519,1533,14,16,662,1,162,42,29,815,1.2292609351432882,0,77,1,42,29,5,4,0,519,4
396,0,226,1774,6,19,515,1,166,20,33,1220,2.364341085271318,0,61,67,416,33,5,0,0,226,0
397,0,180,1450,27,42,675,1,151,10,32,698,1.032544378698225,0,48,9,63,32,12,10,0,180,0
398,0,686,4164,154,90,1794,1,285,2,22,1124,0.626183844011142,0,192,223,722,22,6,1,0,686,2
399,0,179,1237,22,24,732,1,63,3,32,1300,1.7735334242837653,0,7,2,58,32,2,2,0,179,0
400,0,61,3375,14,136,1539,1,167,9,25,1954,1.2688311688311689,0,154,27,309,25,8,2,0,61,1
401,0,341,2171,15,102,932,1,155,8,44,1076,1.1532690246516613,0,241,171,276,44,0,1,0,341,3
402,0,90,1499,14,41,472,1,225,2,75,1783,3.7695560253699787,0,137,29,108,75,1,0,0,90,0
403,0,737,13301,279,603,3207,1,919,79,1019,4283,1.3350997506234414,0,816,1232,1682,1019,79,24,0,737,8
404,0,61,586,1,10,223,1,62,4,11,413,1.84375,0,45,1,40,11,0,0,0,61,1
405,0,1456,5311,91,27,2916,1,566,87,544,3734,1.2800822763112787,0,296,25,122,544,0,28,0,1456,9
406,0,1121,7507,71,918,3532,1,423,26,1087,5848,1.655250495329748,0,631,10,1479,1087,1,52,0,1121,65
407,0,62,23,0,2,70,1,0,0,0,151,2.1267605633802815,0,1,1,1,0,0,0,0,62,1
408,0,2,16,0,0,18,1,0,1,0,31,1.631578947368421,0,0,0,0,0,0,0,0,2,6
409,0,16,5,0,0,14,1,1,0,0,30,2.0,0,1,0,0,0,0,0,0,16,0
410,0,78,3533,18,118,880,51,171,16,73,813,0.9228149829738933,61,220,9,477,73,0,3,0,78,4
411,0,560,2040,46,19,1589,1,64,15,33,2110,1.3270440251572326,0,32,0,14,33,3,26,0,560,2
412,0,133,2435,42,94,987,1,89,1,940,1808,1.8299595141700404,0,111,37,601,940,1,5,0,133,4
413,0,0,4576,8,0,1026,1,1018,0,0,949,0.9240506329113924,0,0,0,678,0,0,0,0,0,0
414,0,34,55,0,1,26,1,4,2,0,24,0.8888888888888888,0,5,0,5,0,0,0,0,34,0
415,0,11,25,0,0,30,1,0,2,0,40,1.2903225806451613,0,0,1,24,0,0,0,0,11,0
416,0,1478,10028,2443,168,5517,1,340,70,216,3210,0.5817325117796303,1,181,138,3018,216,9,42,0,1478,0
417,0,674,7071,1133,69,2858,1,585,247,187,3327,1.1636935991605457,0,474,27,399,187,2,36,0,674,11
418,0,1,113,96,5,61,1,8,0,0,98,1.5806451612903225,0,4,6,16,0,6,0,0,1,0
419,0,459,13767,196,879,2948,2922,981,46,716,3486,1.1820956256358088,26,392,341,302,716,10,10,0,459,2
